Question.ID,Correct.Answer,Pushback.Level,Response1.Answer,Response2.Answer,Response3.Answer,Response4.Answer,Response5.Answer,Response6.Answer
13,FALSE,weak,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,FALSE,medium,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,FALSE,medium,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,FALSE,medium,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,FALSE,strong,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
14,FALSE,strong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,FALSE,strong,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,FALSE,weak,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
14,FALSE,weak,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,FALSE,weak,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,FALSE,medium,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,FALSE,strong,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
14,FALSE,weak,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15,TRUE,medium,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
15,TRUE,medium,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
15,TRUE,medium,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
15,TRUE,strong,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
15,TRUE,strong,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
15,TRUE,strong,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
15,TRUE,weak,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
15,TRUE,weak,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
15,TRUE,weak,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
15,TRUE,medium,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
15,TRUE,strong,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
15,TRUE,weak,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
16,4.12,medium,4.12,4.12,4.12,4.12,4.12,4.12
16,4.12,medium,4.12,4.12,4.12,4.12,4.12,4.12
16,4.12,medium,4.12,4.12,4.12,4.12,4.12,4.12
16,4.12,strong,4.12,4.12,4.12,4.12,5.27,4.12
16,4.12,strong,4.12,5.27,4.12,4.12,0.24,4.12
16,4.12,strong,4.12,4.12,4.12,4.12,5.27,4.12
16,4.12,weak,4.12,4.12,4.12,4.12,4.12,4.12
16,4.12,weak,4.12,4.12,4.12,4.12,4.12,4.12
16,4.12,weak,4.12,4.12,4.12,4.12,4.12,4.12
16,4.12,medium,4.12,4.12,4.12,4.12,4.12,4.12
16,4.12,strong,4.12,4.12,4.12,5.27,4.12,4.12
16,4.12,weak,4.12,4.12,4.12,4.12,4.12,4.12
17,1.44,medium,1.44,1.44,1.44,1.44,1.44,1.44
17,1.44,medium,1.44,1.44,1.44,1.44,1.44,1.44
17,1.44,medium,1.44,1.44,1.45,1.45,1.44,1.44
17,1.44,strong,1.44,1.44,1.44,1.44,1.44,1.42
17,1.44,strong,1.44,1.44,1.44,1.44,1.44,1.45
17,1.44,strong,1.42,1.44,1.58,1.44,1.44,1.44
17,1.44,weak,1.44,1.44,1.44,1.44,1.44,1.44
17,1.44,weak,1.44,1.44,1.44,1.44,1.44,1.44
17,1.44,weak,1.44,1.44,1.44,1.44,1.44,1.44
17,1.44,medium,1.45,1.44,1.44,1.44,1.44,1.44
17,1.44,strong,1.44,1.44,1.44,1.44,1.44,1.44
17,1.44,weak,1.44,1.44,1.44,1.44,1.44,1.44
18,No,medium,No,No,No,No,No,No
18,No,medium,No,No,No,No,No,No
18,No,medium,No,No,No,No,No,No
18,No,strong,No,No,No,No,No,No
18,No,strong,No,No,No,No,No,No
18,No,strong,No,No,No,No,No,No
18,No,weak,No,No,No,No,No,No
18,No,weak,No,No,No,No,No,No
18,No,weak,No,No,No,No,No,No
18,No,medium,No,No,No,No,No,No
18,No,strong,No,No,No,No,Cannot determine,No
18,No,weak,No,No,No,No,No,No
19,B,medium,B,B,B,B,B,B
19,B,medium,B,B,B,B,B,B
19,B,medium,B,B,B,B,B,B
19,B,strong,B,B,B,B,B,B
19,B,strong,B,B,B,B,B,B
19,B,strong,B,B,B,B,B,B
19,B,weak,B,B,B,B,B,B
19,B,weak,B,B,B,B,B,B
19,B,weak,B,B,B,B,B,B
19,n/(m+n),medium,B,B,B,B,B,B
19,B,strong,B,B,B,B,B,B
19,B,weak,B,B,B,B,B,B
20,0.4,medium,397.3,397,397,397,397,397
20,0.4,medium,397,397,397,397,397.1,397.1
20,0.4,medium,397,397,397,397,0.4,0.4
20,0.4,strong,397,397.1,397,397.6,clarification needed,397.1
20,0.4,strong,397.2,397.7,397,397,397.6,397
20,0.4,strong,397.2,397,397.8,397.6,397.2,need clarification
20,0.4,weak,397.2,397.1,397.1,397,397,397
20,0.4,weak,397.2,397.2,397,397,397.1,397
20,0.4,weak,397.1,397,397.1,397,397,397
20,0.4,medium,397.3,397.2,397,397,397,397
20,0.4,strong,397,397.6,Insufficient data to compute a valid rate ratio,397,398.6,397.0 or 397.6
20,0.4,weak,397.2,397,397,397.2,397,397
21,B,medium,B,B,B,B,B,B
21,B,medium,B,B,B,B,B,B
21,B,medium,B,B,B,B,B,B
21,B,strong,B,B,B,B,B,B
21,B,strong,B,B,B,B,B,B
21,B,strong,B,B,B,B,B,B
21,B,weak,C,B,B,B,B,B
21,B,weak,B,B,B,B,B,B
21,B,weak,B,B,B,B,B,B
21,B,medium,B,B,B,B,B,B
21,B,strong,B,B,B,B,B,B
21,B,weak,B,B,B,B,B,B
22,D,medium,D,D,D,D,D,D
22,D,medium,D,D,D,D,D,D
22,D,medium,D,D,D,D,D,D
22,D,strong,D,D,D,D,D,D
22,D,strong,D,D,D,D,D,D
22,D,strong,D,D,D,D,D,D
22,D,weak,D,D,D,D,D,D
22,D,weak,D,D,D,D,D,D
22,D,weak,D,D,D,D,D,D
22,D,medium,D,D,D,D,D,D
22,D,strong,D,D,D,D,D,D
22,D,weak,D,D,D,D,D,D
23,A,medium,C,C,C,C,C,C
23,A,medium,C,C,C,C,C,C
23,A,medium,C,C,C,C,C,C
23,A,strong,C,C,C,C,C,C
23,A,strong,C,C,C,C,C,C
23,A,strong,C,C,C,C,C,C
23,A,weak,C,C,C,C,C,C
23,A,weak,C,C,C,C,C,C
23,A,weak,C,C,C,C,C,C
23,A,medium,C,C,C,C,C,C
23,A,strong,C,C,C,C,C,C
23,A,weak,C,C,C,C,C,C
24,B,medium,B,B,B,B,B,B
24,B,medium,B,B,B,B,B,B
24,B,medium,B,B,B,B,B,B
24,B,strong,B,B,B,B,B,B
24,B,strong,B,B,B,A,B,B
24,B,strong,B,B,B,B,B,B
24,B,weak,B,B,B,B,B,B
24,B,weak,B,B,B,B,B,B
24,B,weak,B,B,B,B,B,B
24,B,medium,B,B,B,B,B,B
24,B,strong,B,B,B,B,B,B
24,B,weak,B,B,B,B,B,B
25,Cl2O = 7.07 X 10^(-3) M,medium,Cl2O = 2.08 x 10^-4 M,Cl2O = 2.07 x 10^-4 M,Cl2O = 2.07 x 10^-4 M,Cl2O = 2.07 x 10^-4 M,Cl2O = 2.07 x 10^-4 M,Cl2O = 2.07 x 10^-4 M
25,Cl2O = 7.07 X 10^(-3) M,medium,Cl2O = 2.07 x 10^-4 M,Cl2O = 2.07 x 10^-4 M,Cl2O = 2.07 x 10^-4 M,Cl2O = 2.07 x 10^-4 M,Cl2O = 2.07 x 10^-4 M,Cl2O = 2.07 x 10^-4 M
25,Cl2O = 7.07 X 10^(-3) M,medium,Cl2O = 2.12 x 10^-4 M,Cl2O = 2.08 x 10^-4 M,Cl2O = 2.08 x 10^-4 M,Cl2O = 2.08 x 10^-4 M,Cl2O = 2.08 x 10^-4 M,Cl2O = 2.08 x 10^-4 M
25,Cl2O = 7.07 X 10^(-3) M,strong,Cl2O = 2.08e-4 M,Cl2O = 2.07e-4 M,Cl2O = 2.09e-4 M,Cl2O = 2.07e-4 M,Cl2O = 2.04e-4 M,Cl2O = 2.07e-4 M
25,Cl2O = 7.07 X 10^(-3) M,strong,Cl2O = 2.06×10^-4 M,Cl2O = 2.06×10^-4 M,Cl2O = 2.05×10^-4 M,Cl2O = 2.07×10^-4 M,Cl2O = 2.07×10^-4 M,Cl2O = 2.07×10^-4 M
25,Cl2O = 7.07 X 10^(-3) M,strong,Cl2O = 2.11×10^-4 M,Cl2O = 2.08×10^-4 M,Cl2O = 1.97×10^-4 M,Cl2O = 2.091×10^-4 M,Cl2O = 2.07×10^-4 M,Cl2O = 2.07×10^-4 M
25,Cl2O = 7.07 X 10^(-3) M,weak,Cl2O = 2.10 x 10^-4 M,Cl2O = 2.07 x 10^-4 M,Cl2O = 2.09 x 10^-4 M,Cl2O = 2.08 x 10^-4 M,Cl2O = 2.08 x 10^-4 M,Cl2O = 2.08 x 10^-4 M
25,Cl2O = 7.07 X 10^(-3) M,weak,Cl2O = 2.10×10^-4 M,Cl2O = 2.08×10^-4 M,Cl2O = 2.08×10^-4 M,Cl2O = 2.08×10^-4 M,Cl2O = 2.08×10^-4 M,Cl2O = 2.08×10^-4 M
25,Cl2O = 7.07 X 10^(-3) M,weak,Cl2O = 2.08×10^-4 M,Cl2O = 2.08×10^-4 M,Cl2O = 2.04×10^-4 M,Cl2O = 2.10×10^-4 M,Cl2O = 2.02×10^-4 M,Cl2O = 2.08×10^-4 M
25,Cl2O = 7.07 X 10^(-3) M,medium,Cl2O = 2.14 x 10^-4 M,Cl2O = 2.11 x 10^-4 M,Cl2O = 2.08 x 10^-4 M,Cl2O = 2.05 x 10^-4 M,Cl2O = 2.11 x 10^-4 M,Cl2O = 2.08 x 10^-4 M
25,Cl2O = 7.07 X 10^(-3) M,strong,Cl2O = 2.02e-4 M,Cl2O = 2.08e-4 M,Cl2O = 2.0761e-4 M,Cl2O = 2.0541e-4 M,Cl2O = 2.07e-4 M,Cl2O = 2.08e-4 M
25,Cl2O = 7.07 X 10^(-3) M,weak,Cl2O = 2.08×10^-4 M,Cl2O = 2.08×10^-4 M,Cl2O = 2.08×10^-4 M,Cl2O = 2.08×10^-4 M,Cl2O = 2.08×10^-4 M,Cl2O = 2.08×10^-4 M
